"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
"Sun Valley","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2637.5,2675,2796,2750,2602,2695,2700,2700,2598,2662.5,2725
"Canoga Park","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295,2395,2325,2300,2395,2395,2372.5,2395,2537.5,2422.5,2380,2422.5,2495
"Flushing","New York","NY","New York","Queens",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2125,2200,2150,2100,2150,2100,2100,2200,2200,2100,2250,2225,2200,2200,2200,2200,2100,2100,2200,2400,2500,2500,2450,2450,2500,2500,2400,2400,2225,2100,2100,2250,2100,2300,2199.5,2300,2300,2425,2500,2500,2500,2500,2600,2525,2500,2500,2500,2500,2400
"Downtown","San Jose","CA","San Jose","Santa Clara",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2972.5,2795,2600,2750,2700,2700,2750,2750,2895,2847.5,2850,2970,3000,3196,3150,3137.5,3100,3000,3000,3150,2995,2925,3150,2995,2972.5,2972.5,3000,2875,2790,2862.5,3100,2950,2995,2995,3085,3150,3100,3100,3200,3200,3100,3200
"Ahwatukee Foothills","Phoenix","AZ","Phoenix","Maricopa",57,,,,,,,,,,1475,1595,1497.5,1395,1300,1350,1300,1350,1297.5,1300,1287.5,1295,1295,1350,1325.5,1295,1300,1350,1399,1395,1395,1395,1370,1300,1275,1295,1300,1340,1300,1350,1395,1399.5,1388,1325,1350,1399,1400,1400,1400,1395,1395,1400,1400,1445,1450,1495,1450,1400,1400,1450,1495,1472.5,1472.5,1485,1412.5,1450,1475,1450,1450,1450,1462.5,1495,1500,1500,1500,1495,1500,1495,1450,1495,1495,1485,1450,1475,1495,1500,1497,1550,1540,1512.5,1500,1550,1550,1499,1500,1500,1495
"North Valley","San Jose","CA","San Jose","Santa Clara",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2795,2800,2950,3000,3150,3100,3150,3050,3250,3300,3280,3100,3000,3165,3200,3100
"Evergreen","San Jose","CA","San Jose","Santa Clara",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3247.5,3300,3497.5,3295,3275,3300,3500,3272.5,3195,3322.5,3300,3350,3347.5,3537.5,3200,3395,3325,3200,3100,3200,3250,3400,3367.5,3395,3750,3750,3722.5,3400,3297.5,3300,3488,3300,3400
"Murray Hill","New York","NY","New York","Queens",60,,,,,,,,,,,,,,,,,,,,,,,1420,1550,1500,1500,1500,1500,1495,1495,1495,1450,1450,1450,1450,1450,1537.5,1600,1700,1575,1575,1600,1595,1597.5,1800,1750,1800,1850,1700,1700,1572.5,1650,1800,1887.5,1862.5,1950,1950,1850,1777.5,1850,1950,2000,1999.5,1950,2000,2100,2025,2025,1950,2000,2100,2075,2050,1850,1950,1970,1887.5,1925,1862.5,2100,2200,2275,2250,1975,2050,2000,2200,2200,2000,2000,1862.5,1995,2100,1950,2200,2200
"Sheepshead Bay","New York","NY","New York","Kings",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2225,2235,2100,2050,2050,1992.5,2100,2300,2250,2000,1997.5,2099,2200
"Willow Glen","San Jose","CA","San Jose","Santa Clara",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2450,2450,2397.5,2500,2542.5,2395,2350,2350,2395,2395,2445,2465,2595,2500,2895,2800,2895,2675,2600,2672.5,2750,3047.5,2950,2800,2900,2925,2900,2900,2990,2900,2947.5,2900,2897.5,2990,3200,3100,3150,3100,3075,3297.5,3295,3172.5,3250,3100,3147.5,3395,3300,3097.5,3350,3100,3000,2995,2900,3100,3100,3200,3350,3500,3500,3400,3250,3200,3300,3325,3300,3500
"West","Arlington","TX","Dallas-Fort Worth","Tarrant",63,,,,,,,,,,,,,,,,,,,,,,,,,1195,1120,1099.5,1047.5,1095,1132.5,1150,1100,1095,1072.5,1100,1095,1100,1095,1095,1075,1172.5,1150,1050,1200,1150,1195,1195,1150,1160,1137.5,1160,1200,1250,1250,1250,1200,1237.5,1200,1250,1325,1300,1322.5,1350,1250,1300,1350,1350,1350,1295,1297.5,1395,1450,1395,1395,1385,1350,1345,1405,1350,1372.5,1400,1350,1450,1450,1450,1450,1475,1475,1550,1550,1495,1500,1500,1495,1450,1500
"North Raleigh","Raleigh","NC","Raleigh","Wake",64,,,,1395,1495,1395,1395,1295,1395,1295,1395,1195,1322.5,1195,1250,1295,1295,1200,1250,1250,1200,1150,1250,1295,1240,1250,1372.5,1300,1450,1350,1200,1250,1295,1250,1250,1250,1100,1150,1250,1250,1350,1250,1250,1250,1275,1295,1275,1250,1250,1250,1250,1350,1350,1350,1395,1350,1350,1295,1309.5,1395,1400,1400,1395,1400,1450,1450,1400,1462.5,1395,1397.5,1395,1385,1400,1400,1400,1375,1450,1472.5,1450,1452.5,1400,1475,1450,1450,1495,1495,1485,1495,1450,1450,1400,1450,1485,1472.5,1472.5,1495
"Sharpstown","Houston","TX","Houston","Harris",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,750,753,795,750,753,780,765,717,710,697.5,704.5,704.5,695,695,685,697.5,780,753,753,800,822.5,820,904,859.5,825,775,780,800,819.5,869,975,939.5,850,825,859.5,850,850,850,850,850,819,765,819,760,809,850,765,820,756.5,850,962.5,1100,1100,1100,1100,1100,1000,1050,950,985,950,1044
"Northridge","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",66,,,,,,,,,,,,2500,2500,2550,2495,2497.5,2550,2550,2522.5,2350,2300,2300,2300,2250,2350,2350,2400,2445,2395,2350,2322.5,2300,2295,2150,2132.5,2200,2137.5,2192.5,2175,2225,2272.5,2350,2095,2400,2497,2500,2497,2400,2495,2499,2499.5,2500,2500,2400,2499,2499.5,2595,2595,2650,2600,2499.5,2500,2500,2499,2400,2400,2500,2600,2500,2800,2800,2875,2750,2695,2750,2750,2800,2825,2600,2800,2647.5,2597.5,2675,2700,2625,2750,2780,2800,2800,2850,2900,2850,2900,2912.5,2937.5,2972.5
"San Pedro","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",67,,,,,,,,,,,,,,,,,,,,,,,1525,1512.5,1400,1500,1425,1487.5,1500,1600,1695,1985,1995,1800,1597.5,1500,1600,1697.5,1687.5,1795,1795,1650,1500,1600,1712.5,1800,2000,2000,1985,1872.5,1875,1999,1950,1900,1925,2150,2100,2000,1825,1850,1962.5,1995,2175,2000,2000,2000,2100,2000,2000,2000,2000,1947.5,2037.5,2200,2200,2000,2100,2100,2200,2200,2197.5,2100,2100,2200,2025,2200,2250,2200,2200,2200,2300,2225,2495,2450,2400,2300
"East Village","New York","NY","New York","New York",68,,,,,,,,,,,,,3050,2695,2695,2695,2695,2825,2995,2900,3000,2999,3000,3000,3000,2975,2900,3000,3250,3100,3195,3200,3250,3250,3100,3100,3150,3095,3095,3200,3150,3100,3200,3300,3400,3495,3495,3450,3485,3400,3400,3400,3392.5,3495,3500,3495,3495,3450,3475,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3497.5,3495,3495,3500,3500,3500,3495,3450,3450,3445,3495,3500,3500,3500,3545,3600,3522.5,3500,3500,3500,3500,3500,3500
"Mira Mesa","San Diego","CA","San Diego","San Diego",69,,,,,,,,,,,,,,,,,,,1850,1845,1840,1820,1750,1622.5,1662.5,1650,1597.5,1877.5,1850,1850,1795,1762.5,1850,1897.5,1875,1840,1750,1725,1650,1825,1675,1750,1622.5,1850,1910,1972.5,1795,1795,1795,1862.5,1995,1947.5,1795,1800,1845,2000,2100,2000,1950,1987.5,1810,1800,1825,1950,1995,2100,2095,2000,2100,2047.5,1962.5,2095,2150,1995,1950,2100,2100,1995,2100,1975,2197.5,1962.5,2050,1995,2200,2200,2300,2275,2212.5,2150,2105,2200,2300,2372.5,2350,2150
"Blossom Valley","San Jose","CA","San Jose","Santa Clara",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295,2247.5,2360,2370,2200,2297.5,2175,2370,2370,2370,2370,2425,2335,2297.5,2272.5,1997.5,1995,2150,1997.5,2295,2545,2495,2395,2400,2400,2672.5,2600,2600,2725,2447.5,2795,2872.5,2950,2950,2950,3195,3025,2800,2650,2772.5,2895,2895,3000,2700,2750,3045,2970,2950,2880,2895,2922.5,2950,2825,3100,2990,2995,3025,3150,3050,3000,3095,3200,3325,3200
"West Rogers Park","Chicago","IL","Chicago","Cook",71,,,,,,,,,,,,,1100,1100,1025,1000,1125,1100,1095,1150,1137.5,1195,1150,1150,1100,1100,1100,1100,1075,1100,1100,1037.5,950,995,1000,985,995,1125,1155,1175,1175,1175,1175,1100,1175,1100,1100,1160,1200,1200,1200,1225,1200,1212.5,1200,1199.5,1185,1195,1125,1200,1200,1200,1200,1250,1300,1300,1250,1250,1250,1295,1250,1250,1275,1275,1200,1250,1250,1245,1199.5,1150,1280,1300,1150,1245,1250,1275,1250,1250,1250,1250,1250,1250,1250,1250,1250,1300
"Cordova-Appling","Memphis","TN","Memphis","Shelby",72,,,,,,,,,,,,1150,1185,1200,1250,1200,1225,1250,1250,1247.5,1150,1175,1185,1212.5,1197.5,1125,1125,1195,1200,1195,1150,1100,1149.5,1150,1175,1137.5,1100,1150,1160,1112.5,1175,1175,1095,1100,1150,1150,1175,1175,1150,1150,1175,1195,1195,1195,1155,1195,1195,1195,1195,1195,1225,1225,1245,1225,1225,1200,1200,1195,1195,1200,1200,1200,1245,1250,1275,1250,1245,1200,1195,1245,1195,1200,1195,1195,1195,1200,1250,1247.5,1200,1205,1245,1247.5,1275,1250,1275,1295
"Eldridge - West Oaks","Houston","TX","Houston","Harris",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1825,1800,1800,1900,1881,1700,1685,1650,1650,1700,1650,1700,1650,1571,1700,1560.5,1512.5,1550,1600,1489.5,1512.5,1550,1650,1600,1650,1650,1650,1700,1700,1792.5,1600,1500,1512.5,1550
"Hickory Ridge-South Riverdale","Memphis","TN","Memphis","Shelby",74,,,,,,,,,,,,,,,,,,,,,,,,950,995,950,925,925,900,895,885,847.5,875,925,895,895,917.5,925,950,950,950,950,897.5,900,895,900,950,975,975,950,950,950,950,950,925,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,995,995,990,975,995,975,975,950,995,995,978,990,975,995,995,995,975,995,950,995,995,995,995,995
"Reseda","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2495,2550,2550,2575,2600,2750,2685,2600,2595,2695,2750,2750,2750
"Cambrian Park","San Jose","CA","San Jose","Santa Clara",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3500,3325,3500,3495,3295,3295,2995,3145,3125,3300,3550,3662.5,3550,3350,3250,2972.5,2972.5,2950,3200,3200,3400,3472.5,3500,3495,3500,3497.5,3450,3400,3399.5,3495,3400
"South Dorchester","Boston","MA","Boston","Suffolk",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2100,2100,2200,2200,2300,2250,2325,2350,2100,2025,2000,2200,2300,2250
"Central Southwest","Houston","TX","Houston","Harris",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,1080,1000,1000,997.5,1000,1112.5,1200,1172.5,1100,1150,1100,1100,1087.5,1100,1000,1000,1150,1300,1275,1195,1195,1195,1195,1280,1337.5,1300,1300,1350,1275,1395,1350,1400,1450,1500,1450,1395,1372.5,1362.5,1350,1375,1450,1337.5,1425,1400,1372.5,1360,1400,1375,1375,1375,1399.5,1400,1400,1400,1440,1450,1450,1425,1395,1350,1362.5,1295
"Midtown","Memphis","TN","Memphis","Shelby",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,795,775,850,910,750,725,775,785,795,837.5,850,850
"Princess Anne","Virginia Beach","VA","Virginia Beach","Virginia Beach City",80,,,,,,,,,,,1672.5,1600,1600,1650,1600,1672.5,1600,1625,1695,1650,1675,1650,1585,1600,1625,1600,1600,1612.5,1650,1650,1695,1600,1550,1550,1550,1550,1525,1500,1572.5,1602.5,1600,1600,1600,1550,1550,1600,1597,1550,1600,1600,1600,1600,1600,1600,1600,1600,1600,1597.5,1612.5,1600,1600,1562.5,1595,1692.5,1675,1600,1600,1600,1600,1600,1600,1650,1600,1612.5,1595,1595,1600,1585,1600,1600,1690,1595,1600,1600,1600,1597.5,1600,1695,1700,1675,1650,1690,1650,1600,1595,1600
"Southeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",81,,,,,,,,,,,,900,900,987.5,972.5,1000,1000,995,912.5,950,950,950,975,985,995,995,995,995,995,1025,995,950,995,1000,995,995,975,995,995,1025,1047.5,1025,1000,1000,1000,1000,995,1000,1000,1000,1000,999,1000,1000,1050,1050,1050,1050,1050,1050,1050,1050,1037.5,1012.5,1050,1100,1100,1080,1095,1072.5,1050,1100,1095,1095,1075,1100,1112.5,1150,1167.5,1097.5,1100,1100,1137.5,1150,1150,1150,1195,1200,1235,1250,1235,1250,1250,1195,1250,1285
"Northwest Raleigh","Raleigh","NC","Raleigh","Wake",82,,,,1195,1322.5,1200,1175,1195,1272.5,1397.5,1400,1222.5,1250,1250,1275,1250,1250,1295,1300,1300,1300,1300,1300,1300,1337.5,1295,1295,1397.5,1375,1395,1297.5,1250,1250,1250,1237.5,1200,1100,1150,1295,1255,1295,1295,1300,1395,1392.5,1390,1397,1400,1350,1350,1350,1300,1350,1325,1300,1350,1400,1400,1395,1400,1425,1395,1437.5,1400,1425,1450,1462.5,1450,1397.5,1400,1400,1400,1400,1400,1450,1395,1450,1495,1400,1495,1375,1450,1547.5,1450,1455,1437.5,1495,1500,1500,1500,1495,1495,1450,1495,1495,1500
"Kingwood","Houston","TX","Houston","Harris",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1500,1550,1562.5,1600,1600,1580,1550,1697.5,1700,1700,1682.5,1650,1600,1600,1637.5,1600,1600,1629,1625,1650,1587.5,1650,1790,1587.5,1600,1575,1495,1587,1550,1550,1562.5,1600,1600,1650,1685,1700,1662.5,1695,1650,1612.5
"Estrella","Phoenix","AZ","Phoenix","Maricopa",84,,,,,,,,,,945,900,950,950,950,975,995,975,950,950,975,950,950,925,925,950,950,950,975,975,975,950,950,950,950,950,950,950,950,950,950,950,975,950,950,950,950,950,950,950,950,950,985,985,975,985,995,995,992.5,975,995,995,995,995,1000,1025,1025,1020,1015,999.5,995,1025,1050,1050,1035,1065,1075,1075,1070,1054.5,1050,1035,1092,1050,1095,1100,1100,1150,1195,1195,1150,1175,1195,1162.5,1150,1195,1175
"South Belt - Ellington","Houston","TX","Houston","Harris",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385,1325,1395,1300,1312.5,1300,1450,1350,1425,1450,1450,1450,1475,1477.5,1395,1450,1475
"Clear Lake","Houston","TX","Houston","Harris",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1497.5,1500,1550,1500,1500,1565,1580,1500,1525,1500,1600,1600,1512.5,1550,1650,1550,1550,1595,1600,1600,1565,1525,1500,1500,1600,1590,1600,1575,1650,1450,1450,1500,1500,1589.5,1599,1565,1550,1600,1600,1600,1600,1650,1699.5,1625,1625,1650
"Greater Fondren Southwest","Houston","TX","Houston","Harris",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,762,750,760,750,750,762,744.5,750,752.5,750,730,750,694,739,750,750,800,750,790,790,812.5,755,765,762,800,850,790,755,837.5,795,800,765,750,755,759,765,800,800,800,800,750,750,755,750,765,750,762,750,765,875,950,939,987.5,962.5,1000,950,922.5,940,906,875,875,900
"Oxford Circle","Philadelphia","PA","Philadelphia","Philadelphia",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1100,1100,1100,1100,1100,1100,1125,1100,1100,1100,1150,1150
"East Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",89,,,,,,,,,,,,,,,,1095,1010,1095,1050,1077.5,1100,1150,1100,1095,997.5,947.5,912.5,995,1075,1095,1100,1025,1000,1095,1095,1100,1075,975,1050,1057,1097.5,1145,1100,1095,1137.5,1147.5,1150,1150,1150,1112.5,1135,1150,1150,1175,1150,1195,1195,1170,1185,1200,1200,1195,1200,1195,1195,1195,1195,1195,1200,1212.5,1212.5,1295,1250,1195,1195,1262.5,1200,1195,1295,1272.5,1297.5,1250,1295,1200,1275,1300,1395,1325,1350,1350,1295,1350,1372.5,1350,1300,1300
"Northeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",90,,,,,,,,,,,,,,,,1250,1250,1200,1200,1200,1172.5,1200,1200,1225,1200,1250,1250,1250,1250,1265,1250,1237.5,1200,1225,1259.5,1262.5,1250,1250,1250,1250,1250,1295,1295,1295,1295,1250,1250,1250,1250,1250,1250,1300,1297.5,1300,1295,1312.5,1300,1300,1300,1275,1295,1297,1295,1300,1300,1300,1325,1250,1295,1250,1299,1325,1325,1375,1325,1325,1337.5,1400,1379,1395,1350,1337.5,1325,1450,1450,1495,1485,1450,1450,1450,1495,1497.5,1462.5,1450,1545,1475
"Woodward Park","Fresno","CA","Fresno","Fresno",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.5,1525,1425,1400,1395,1395,1395,1400,1450,1400,1425,1495,1450,1450,1495,1395,1495,1495,1475,1450,1450,1400,1400,1395,1425,1497.5,1495,1475,1495,1495,1495,1450,1450,1495,1455,1495,1500,1500,1525,1500,1525,1595,1550,1550,1500,1549.5,1497.5,1537.5,1500,1595,1595,1565,1500,1495,1500,1550,1637.5,1667.5,1650,1625,1650,1695,1695,1662.5,1600,1650,1600,1650,1625
"Park Slope","New York","NY","New York","Kings",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3500,3100,3000,3400,3200,3400,3100,3378,3200,3300,3200,3000,2950,2900,3000,2900,3200,3000,3400,3250,2800,3200,3049.5,3000,2990,3000,3100,3295,3200,3200,3200,3100,3150,2990,3000
"Mission","San Francisco","CA","San Francisco","San Francisco",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4425,4500,4300,4400,4500,4772.5,4500,4575,4800,4500,4550,4700,4550
"Albany Park","Chicago","IL","Chicago","Cook",94,,,,,,,,,,,,,,,,,,1215,1232.5,1300,1300,1250,1200,1200,1250,1300,1200,1250,1200,1195,1195,1150,1150,1100,1100,1050,1150,1200,1150,1200,1225,1195,1200,1225,1300,1300,1265,1287.5,1300,1362.5,1300,1300,1300,1300,1300,1300,1300,1300,1300,1287.5,1285,1300,1325,1350,1300,1300,1300,1300,1300,1300,1300,1350,1300,1350,1362.5,1350,1300,1300,1325,1325,1300,1350,1300,1300,1350,1300,1350,1375,1400,1475,1400,1400,1350,1300,1300,1300
"Green Run","Virginia Beach","VA","Virginia Beach","Virginia Beach City",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1275,1275,1275,1200,1195,1200,1200,1200,1197.5,1195,1200,1210,1200
"Westwood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",96,,,,,,,,,,,,,,,,4500,4000,4250,4500,4750,4800,4500,4950,4800,4097.5,4000,4072.5,4275,3999,3550,3998,4197,3936.5,3875,3995,3850,3833,4200,4100,4240,3950,3858.5,3325,3808.5,4450,4172.5,4500,4500,4825,4350,4300,4300,4325,4037.5,4600,4800,4500,4725,4725,4500,4950,5000,4294,4850,4975,4950,4500,4500,4500,4375,4500,4500,4350,4200,4150,4295,4500,3833.5,4000,4575,4500,4595,4000,4100,4485,4500,4795,4750,4700,4250,4295,4700,4897.5,4750,4500,4500
"Central Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,950,950,899,950,1037.5,1010,1050,1000,995,1050,1125,1100,1072.5,1037.5,1012.5,1000,1000,1025,1025,1100,1100,1097.5,1150,1150,1147.5,1150,1195,1150,1150,1137.5,1100,1100,1135,1150,1195,1150,1150,1075,1095,1100,1137.5,1195,1200,1200,1235,1250,1222.5,1195,1250,1150,1200,1295,1245,1347.5,1350,1295,1300,1395,1395,1350,1350,1350
"Gramercy","New York","NY","New York","New York",98,,,,,,,,,,3075,3075,3037.5,2700,2800,2800,2800,2900,2995,3020,2962.5,2950,3050,3000,2976,3000,3000,3058,3150,3200,3200,3200,3200,3280,3300,3240,3200,3200,3255,3295,3350,3295,3295,3290,3200,3298,3300,3380,3399,3380,3350,3323,3300,3300,3350,3395,3400,3366.5,3350,3350,3400,3427.5,3400,3455,3475,3400,3400,3400,3400,3400,3400,3405,3400,3400,3400,3400,3400,3350,3400,3400,3400,3380,3353,3350,3400,3397.5,3400,3397.5,3350,3350,3387.5,3400,3400,3350,3350,3395,3380
"Archer Heights","Chicago","IL","Chicago","Cook",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,1300,1250,1300,1300,1225,1250,1250,1250,1262.5,1300,1300,1300,1300,1250,1250,1250,1287.5
"Rogers Park","Chicago","IL","Chicago","Cook",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1200,1200,1250,1250,1250,1285,1300,1275,1250,1250,1250,1250,1295,1250,1250,1250,1212.5,1275,1300,1300,1300,1250,1250,1300,1325,1300,1300,1300,1300,1300,1325,1350,1300,1200,1250,1262.5,1300,1300,1300,1300,1350,1350,1350,1387.5,1350,1300,1300,1300,1300
"Hoover","Fresno","CA","Fresno","Fresno",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1195,1100,1195,1250,1195,1200,1262.5,1275,1250,1225,1250,1272.5,1262.5
"South Austin","Chicago","IL","Chicago","Cook",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175,1200,1250,1150,1150,1100,1200,1200,1125,1100,1100,1200,1200
"Fresno High Roeding","Fresno","CA","Fresno","Fresno",103,,,,,,,,,,,,,,,,,,,,,,,,,,700,795,762.5,747.5,747.5,795,800,800,797.5,750,800,862.5,895,875,800,850,795,792.5,850,975,950,995,975,950,900,895,800,885,897.5,895,895,862.5,850,825,875,885,900,872.5,850,850,850,900,925,995,1050,962.5,900,925,900,937.5,995,962.5,937.5,850,975,925,925,937.5,1050,995,995,995,942.5,1025,1112.5,995,1025,1072.5,1025,1050,995
"The Heights","Jersey City","NJ","New York","Hudson",104,,,,,,,,,,,,1400,1450,1500,1512.5,1500,1500,1475,1375,1400,1350,1300,1300,1350,1400,1450,1400,1400,1400,1525,1500,1500,1475,1475,1500,1450,1387.5,1400,1400,1450,1500,1500,1450,1397.5,1450,1400,1450,1550,1550,1600,1550,1550,1575,1500,1495,1500,1500,1585,1500,1525,1690,1650,1700,1650,1725,1800,1800,1850,1797.5,1795,1700,1700,1800,1750,1750,1700,1725,1800,1950,1800,1750,1750,1725,1762.5,1950,1800,1880,1995,2000,1900,1900,1800,1800,1800,1800,1800
"Raleigh","Memphis","TN","Memphis","Shelby",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,800,800,757.5,850,750,850,822.5,850,800,795,795,795,800,825,825,795,850,825,847.5,825,825,850,850,850,812.5,800,800,800,825,850,837.5,800,825,810,825,825,825,825,795,797.5,795,795,800,850,850,850,850,850,895,850,875,895,895,895,895,850,815,800,825,850,850,850,875,850,850,825,825
"Encanto","Phoenix","AZ","Phoenix","Maricopa",106,,,,,,,,,1050,1050,997,950,962.5,975,995,995,995,997.5,1075,1012.5,1050,950,950,900,895,950,950,1000,962.5,912.5,937.5,977.5,982.5,900,895,850,850,900,930,950,900,975,945,1063,1050,995,995,995,995,1000,1047.5,1100,1122.5,1145,1150,1050,1100,1195,1150,1100,1200,1195,1150,1162.5,1160,1100,1155,1125,1150,1195,1125,1215,1272.5,1285,1250,1200,1250,1200,1195,1063,1100,1200,1195,1200,1200,1277.5,1300,1300,1387.5,1299.5,1300,1350,1350,1250,1300,1350
"Kempsville","Virginia Beach","VA","Virginia Beach","Virginia Beach City",107,,1250,1300,1270,1250,1250,1250,1250,1250,1250,1225,1200,1250,1200,1250,1250,1250,1262.5,1250,1250,1250,1250,1200,1200,1200,1200,1250,1250,1250,1250,1200,1250,1262.5,1250,1250,1275,1250,1250,1295,1250,1275,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1295,1300,1297.5,1295,1295,1295,1295,1295,1295,1250,1295,1350,1350,1350,1300,1350,1300,1300,1295,1285,1275,1275,1250,1295,1295,1300,1325,1300,1325,1300,1295,1300,1295,1295,1295,1300,1300,1300,1300,1300,1300,1300,1300,1295,1300
