"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1300,1347.5,1300,1325,1201,1295,1362.5,1400,1400,1400,1400,1325,1385,1362.5,1400,1350,1350,1385,1400,1600,1525,1450,1495,1375,1450,1449.5,1495,1400,1495,1497.5,1495,1500,1580,1600,1650,1650,1695,1650,1650,1595,1595,1600,1650
"Paradise","Las Vegas","NV","Las Vegas","Clark",2,,,,,,,,,,,,,,,,,,1150,1150,1100,1100,1095,1100,1100,1100,1095,1050,1050,1065,1050,1050,1050,1000,1025,1000,1000,1000,1018,1027.5,1050,1095,1095,1100,1100,1145,1150,1125,1150,1150,1150,1150,1125,1100,1150,1150,1175,1195,1195,1195,1200,1150,1200,1250,1250,1250,1257.5,1275,1250,1245,1245,1250,1250,1295,1300,1300,1250,1300,1185,1250,1222.5,1200,1300,1200,1250,1295,1300,1350,1300,1350,1350,1350,1350,1350,1350,1317.5,1332.5
"Maryvale","Phoenix","AZ","Phoenix","Maricopa",3,,,,885,875,885,937.5,895,875,850,875,850,850,825,850,850,850,850,850,845,825,820,800,817.5,800,825,850,850,850,850,850,875,875,850,850,850,850,850,850,850,850,850,845,850,850,850,850,850,850,850,850,875,875,875,895,875,875,882.5,895,895,895,899,897,895,900,925,912.5,900,900,907.5,925,915,950,950,950,950,968.5,975,902.5,957.5,950,925,899,975,987.5,1000,1000,1050,1050,1055,1067.5,1050,1025,1000,1025,1050
"Upper West Side","New York","NY","New York","New York",4,2900,2850,2900,2925,3100,3400,3500,3600,3775,3775,3600,3500,2962.5,3200,3200,3200,3100,3230,3387.5,3500,3600,3550,3465,3275,3395,3200,3200,3340,3400,3365,3400,3400,3450,3400,3312.5,3300,3300,3300,3295,3299,3250,3200,3250,3495,3498,3500,3500,3500,3500,3515,3595,3540,3695,3600,3600,3615,3700,3650,3600,3680,3590,3595,3600,3600,3697,3695,3675,3700,3677.5,3675,3677.5,3695,3697,3700,3649.5,3650,3575,3500,3500,3500,3500,3595,3500,3515,3512.5,3500,3595,3600,3605,3600,3600,3550,3500,3550,3571,3582.5
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3250,3100,3050,3200,3000,3050,3125,3050,3150,3000,3197.5,2997.5,3135,3500,3449.5,2900,2995,3100,3225,3700,4100,4247.5,4100,3722.5,3675,3899.5,3500,3495,3275,3372.5,3100,3300,3500,3892.5,3600,3600,3695,3600,3900,3872.5,3799,3900
"Upper East Side","New York","NY","New York","New York",6,,,,,,,,,,,,,,2500,2595,2595,2620,2700,2800,2895,2950,2925,2950,2795,2800,2700,2700,2750,2700,2700,2750,2795,2800,2800,2800,2800,2800,2750,2795,2700,2600,2500,2600,2800,2995,3100,3100,3085,3055,3100,3172.5,3100,3150,3095,3200,3195,3178.5,3100,3150,3180,3155,3195,3195,3195,3200,3200,3200,3200,3200,3200,3195,3197.5,3200,3197.5,3197.5,3195,3095,3100,3000,2999.5,3050,3100,2995,3100,3195,3200,3200,3250,3250,3200,3150,3152.5,3150,3140,3100,3100
"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",7,,,,,,,,,,,,900,899,900,895,900,947.5,900,900,900,895,895,895,877.5,860,850,895,895,887.5,875,867.5,870,875,875,875,875,850,850,875,850,870,850,850,852.5,850,875,872,899,900,900,900,925,900,900,900,900,900,900,900,925,950,955,932,950,900,950,995,950,950,950,950,950,990,990,995,950,960,995,950,950,975,975,995,995,995,1025,995,995,1050,1050,1025,1050,1012.5,1000,1050,1045
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",8,,,,,,1097.5,1200,1225,1200,1200,1100,1187.5,1195,1100,1100,1227.5,1195,1175,1100,1100,1100,1100,1100,1095,1100,1100,1100,1100,1099,1100,1100,1100,1100,1150,1100,1150,1100,1150,1150,1100,1095,1067,1075,1050,1050,1095,1095,1125,1125,1150,1150,1100,1100,1125,1150,1150,1150,1190,1195,1195,1200,1199,1195,1195,1200,1200,1195,1150,1195,1200,1200,1200,1150,1100,1100,1200,1225,1125,1100,1150,1200,1200,1195,1245,1250,1275,1250,1200,1250,1260.5,1295,1295,1285,1295,1295,1295
"Paradise Valley","Phoenix","AZ","Phoenix","Maricopa",9,1475,1550,1525,1495,1500,1625,1550,1395,1275,1250,1250,1200,1200,1200,1200,1200,1295,1250,1200,1200,1195,1225,1250,1225,1200,1250,1200,1200,1250,1225,1200,1200,1195,1200,1197.5,1200,1195,1195,1195,1195,1195,1195,1175,1195,1250,1250,1262.5,1275,1295,1300,1300,1350,1350,1314,1350,1309.5,1330,1350,1375,1450,1500,1500,1500,1495,1450,1450,1450,1450,1475,1485,1595,1550,1550,1500,1499.5,1450,1450,1475,1475,1437.5,1400,1432.5,1350,1495,1450,1500,1500,1500,1500,1525,1500,1500,1500,1500,1549,1559
"Deer Valley","Phoenix","AZ","Phoenix","Maricopa",10,,1150,1100,1100,1125,1100,1100,1012.5,1000,1099,1099.5,1175,1100,1122.5,1150,1100,1100,1150,1150,1112.5,1100,1095,1100,1095,1072.5,1099,1100,1125,1100,1099,1100,1100,1150,1125,1125,1150,1150,1150,1150,1100,1100,1100,1095,1100,1100,1119,1150,1150,1150,1150,1150,1195,1199,1199,1200,1200,1200,1195,1195,1195,1200,1225,1200,1237,1200,1200,1225,1250,1250,1245,1225,1275,1250,1250,1250,1225,1249.5,1225,1215,1250,1250,1200,1245,1290,1295,1300,1349,1350,1350,1350,1350,1350,1325,1300,1300,1315
"Washington Heights","New York","NY","New York","New York",11,,,,,,,,,,,,,,1350,1385,1362.5,1350,1450,1450,1600,1400,1497.5,1495,1550,1500,1500,1500,1500,1550,1550,1600,1600,1595,1595,1600,1595,1600,1675,1695,1750,1750,1775,1750,1675,1675,1662.5,1675,1650,1650,1675,1695,1700,1700,1675,1675,1700,1687.5,1675,1687.5,1700,1700,1687.5,1675,1700,1700,1700,1700,1700,1700,1700,1687.5,1700,1700,1700,1675,1675,1675,1675,1700,1675,1675,1675,1675,1700,1750,1700,1700,1700,1800,1725,1700,1700,1687.5,1697.5,1700,1700
"Van Nuys","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2475,2200,2500,2600,2795,2474.5,2472.5,2625,2575,2575,2772.5,2795
"Astoria","New York","NY","New York","Queens",13,,,,,,,,,,,,,,,,,,1950,1800,2000,1950,1700,1700,1700,1750,1800,1798,1802.5,1850,1950,2000,2100,2200,2200,2195,2200,2100,2100,2100,2100,2000,2085,2105,2200,2100,2300,2175,2150,2150,2200,2150,2150,2200,2250,2250,2200,2295,2335,2300,2400,2400,2400,2300,2300,2350,2450,2400,2385,2300,2300,2300,2300,2300,2395,2300,2300,2400,2300,2399.5,2400,2300,2399.5,2300,2350,2200,2300,2400,2300,2300,2350,2350,2300,2300,2100,2125,2250
"North Mountain","Phoenix","AZ","Phoenix","Maricopa",14,,,999,999.5,962.5,950,975,1062.5,899,899,950,899,899,900,995,950,925,950,950,900,900,897,895,897,895,899,900,900,900,900,900,895,900,900,945,912.5,945,925,925,947.5,947,950,950,950,950,950,950,950,950,950,950,995,995,995,995,995,999.5,990,995,995,995,995,995,1025,1050,1047.5,995,1000,1025,1015,1047.5,1050,1067.5,1050,1095,1000,1050,1000,1035,1050,1047.5,1000,995,1040,1100,1100,1125,1100,1100,1100,1100,1125,1150,1150,1100,1125
"Far North","Dallas","TX","Dallas-Fort Worth","Dallas",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,950,1115,1175,1197.5,1175,1031,1006.5,1000,1045,1046,1200,1200,1092,1150,1250,1276.5,1350,1295,1295,1400,1425,1400,1520,1625,1450,1507.5,1562.5,1500,1412.5,1450,1550,1500,1450,1450,1650,1520,1500,1395,1395,1380,1495,1390,1397.5,1450,1385,1397.5,1500,1399,1450,1495,1517.5,1395,1400,1450,1450,1595,1595,1650,1750,1799.5,1895,1885,1600,1675,1625,1537.5
"Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3395,3495,3499,3800,3500,3500,3495,3300,3269,3282,3395,3400
"Williamsburg","New York","NY","New York","Kings",17,,,,,,,,,,,,,,,,,,,,,3300,3000,2800,2750,2700,2700,2750,2800,2750,2775,2825,3200,3195,3097,3055,3138,3050,3000,3000,3149,3150,3095,3049,3115,3400,3200,3200,3195,3200,3200,3200,3200,3300,3350,3415,3400,3411,3300,3300,3400,3325,3300,3415,3375,3500,3500,3500,3450,3497.5,3400,3420,3475,3413,3498,3550,3450,3265,3285,3300,3200,3400,3500,3250,3300,3350,3372.5,3415,3400,3300,3395,3300,3300,3295,3200,3200,3250
"Bedford Stuyvesant","New York","NY","New York","Kings",18,,,,,,,,,,,,,,,,,,1825,1800,1700,1750,1699.5,1600,1600,1540,1600,1600,1700,1700,1700,1750,1750,1700,1700,1700,1750,1800,1850,1850,1995,2000,2100,2250,2199,2200,2125,2097.5,2050,2000,2000,2099.5,2125,2175,2300,2300,2300,2400,2400,2400,2350,2250,2300,2399,2500,2399,2400,2450,2450,2400,2500,2500,2495,2499,2400,2350,2500,2500,2495,2450,2447.5,2700,2566,2300,2390,2392.5,2400,2350,2325,2395,2400,2400,2400,2400,2300,2205,2300
"East Side","El Paso","TX","El Paso","El Paso",19,,,,,,,,,,,,,,1100,1150,1150,1050,1097.5,1050,1100,1100,1095,1000,1095,1050,1150,1172.5,1100,1150,1100,1100,1100,1050,1000,995,995,995,1000,1000,1000,1000,1000,1035,1000,1000,995,1000,1000,995,1000,1000,1075,1085,1000,1000,1035,1000,1050,1050,1025,1050,1050,1097.5,1095,1100,1100,1100,1100,1085,1050,1000,1050,1050,1050,1070,1050,1097.5,1095,1050,1000,1050,995,1000,1050,1025,1062.5,1075,1075,1100,1100,1095,1075,1050,1025,1000,1000
"Camelback East","Phoenix","AZ","Phoenix","Maricopa",20,,,,,,,,1500,1497.5,1400,1312.5,1222.5,1275,1200,1150,1190,1200,1190,1192.5,1200,1199.5,1150,1150,1200,1125,1100,1050,1050,1099,1097,1075,1098.5,1050,1047.5,1095,1050,1030,1050,1000,1000,1094.5,1050,1000,1100,1150,1150,1200,1200,1200,1200,1230,1295,1297.5,1250,1250,1200,1200,1277.5,1250,1250,1250,1324.5,1350,1300,1295,1285,1350,1300,1297,1295,1295,1300,1300,1299,1325,1250,1250,1207.5,1200,1200,1250,1250,1200,1295,1350,1350,1295,1305.5,1325,1350,1366,1330,1300,1295,1337,1300
"Alhambra","Phoenix","AZ","Phoenix","Maricopa",21,,,,,,,850,812.5,800,812.5,850,822.5,835,799.5,795,800,800,808,850,850,847.5,825,795,825,800,845,825,825,850,805,802.5,875,875,850,850,812.5,850,850,850,849,850,800,850,850,850,850,850,850,850,850,875,900,900,900,899,899.5,895,895,875,895,900,895,900,950,950,899,898,925,929.5,940.5,975,950,980,980,932.5,900,900,925,925,925,900,950,950,995,1000,1052,1068,1103,1097,1095,1095,1095,1095,1050,1100,1150
"Flatbush","New York","NY","New York","Kings",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2100,1850,1895,2100,1872.5,1900,1800,1800,1750,1847.5,1850,1900,1899,1800,1800,1700,1750,1650,1650,1650,1795,1750,1650,1750,1662.5,1600,1500,1550,1650,1650,1550,1500,1550,1545,1500,1547.5
"Crown Heights","New York","NY","New York","Kings",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2400,2250,2350,2350,2350,2300,2300,2400,2372.5,2395,2375,2400,2400
"Southeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",24,,,,,,,,,,,,,995,995,950,900,900,1025,1050,950,985,995,935,962.5,935,950,900,950,975,950,920,950,950,950,950,950,950,987.5,995,975,965,950,950,950,950,950,950,950,950,997.5,999,1050,1025,950,975,999.5,1025,1000,1000,950,995,995,1000,1000,1000,1000,1000,995,995,995,985,990,995,1097.5,1140,1175,1120,1100,1000,1100,1050,1150,1050,1135,1125,1095,1150,1075,1150,1140,1150,1150,1125,1100,1150,1195
"Harlem","New York","NY","New York","New York",25,,,,,,,,,,,,,1900,1850,1850,1750,1750,1750,1825,1850,1795,1795,1700,1700,1850,1847.5,1775,1787,1800,1850,1850,1850,1900,1850,1795,1775,1775,1779,1800,1900,1900,1800,1800,1939.5,2000,2052.5,2050,2100,2200,2100,2250,2200,2100,2052.5,2125,2100,2200,2100,2100,2100,2100,2125,2212.5,2272.5,2250,2200,2200,2200,2272.5,2300,2300,2200,2200,2200,2100,2100,2165,2050,2200,2100,2100,2100,2100,2150,2200,2250,2250,2345,2395,2300,2200,2200,2237.5,2200,2112.5,2200
"Roosevelt","Fresno","CA","Fresno","Fresno",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,872.5,800,850,950,1000,950,950,995,900,995,1050,1000,950
"Williamsbridge","New York","NY","New York","Bronx",27,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1300,1300,1425,1469,1300,1200,1178,1178,1225,1250,1200,1175,1150,1150,1200,1212.5,1201,1150,1150,1147.5,1125,1200,1200,1295,1300,1162.5,1250,1200,1250,1295,1250,1212.5,1200,1200,1200,1250,1200,1150,1200,1250,1295,1295,1250,1295,1400,1295,1400,1250,1150,1150,1250,1150,1200,1300,1150,1175,1295,1150,1250,1297.5,1272.5,1295,1295,1300,1380,1380,1390,1500,1522.5,1390
"East Harlem","New York","NY","New York","New York",28,,,,,,,,,,,,,,2447.5,2300,2495,2397.5,2597.5,2847.5,2475,2395,2350,2410,2400,2400,2295,2400,2400,2300,2400,2390,2300,2500,2550,2600,2600,2650,2600,2550,2525,2400,2400,2500,2600,2850,2750,2737.5,2795,2795,2750,2700,2800,2800,2900,2900,2900,2850,2900,2750,2895,2897.5,2850,2900,2900,2900,2900,2900,2895,2895,2850,2850,2897.5,2900,2950,2900,2900,2900,2900,2900,2900,2900,2895,2920,2900,2900,2850,2900,2900,2900,2920,2900,2900,2900,2900,2895,2900
"Bushwick","New York","NY","New York","Kings",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2200,2300,2300,2250,2250,2375,2400,2350,2275,2300,2325,2297.5,2395,2400,2500,2500,2500,2500,2500,2400,2400,2500,2500,2500,2500,2522.5,2550,2550,2600,2550,2799,2699.5,2738,2713,2555,2550,2550,2795,2500,2200,2450,2400,2400,2400,2400,2400,2400,2400,2350,2346.5,2350,2324,2350,2325,2400
"North Scottsdale","Scottsdale","AZ","Phoenix","Maricopa",30,2500,2675,2500,2500,2200,2500,2500,2300,2300,2300,2400,2400,2300,2250,2200,2032.5,2000,2000,2000,2000,2100,2200,2250,2300,2300,2200,2095,2097.5,2000,2095,2100,2000,2000,1900,2000,2200,2200,2200,2000,1900,1800,1800,1800,1800,1912.5,2000,2000,2000,2075,2000,2000,2195,2150,2197,2200,2250,2375,2360,2395,2397.5,2550,2500,2500,2500,2500,2500,2450,2497.5,2500,2600,2600,2500,2572.5,2595,2500,2295,2300,2300,2495,2299,2350,2500,2250,2250,2203,2125,2100,2100,2200,2200,2200,2175,2200,2300,2350,2300
"Enterprise","Las Vegas","NV","Las Vegas","Clark",31,,1197.5,1150,1195,1050,1100,1200,1200,1200,1200,1190,1250,1250,1200,1200,1250,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1195,1195,1195,1200,1200,1200,1229,1225,1200,1200,1229,1200,1200,1200,1200,1200,1200,1200,1200,1200,1250,1250,1250,1250,1250,1250,1250,1250,1255,1250,1250,1275,1250,1250,1280,1300,1295,1295,1295,1295,1295,1300,1295,1295,1300,1300,1295,1295,1295,1295,1300,1295,1300,1350,1352.5,1375,1395,1400,1400,1400,1395,1395,1397,1400,1427
"East San Jose","San Jose","CA","San Jose","Santa Clara",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2897.5,3000,3150,3000,3000,3100,3150,3125,3150,3200,3395
"South Mountain","Phoenix","AZ","Phoenix","Maricopa",33,,,,,,,982.5,1095,1050,925,952.5,950,1050,995,962.5,962.5,995,950,950,950,950,925,925,950,975,995,1000,950,950,995,995,999,995,995,995,995,1000,995,995,995,995,972,950,1000,1000,1000,1025,1025,1000,999,1000,1025,995,1000,1050,1050,1050,1050,1095,1087.5,1100,1095,1100,1095,1095,1095,1075,1067.5,1060,1070,1075,1095,1095,1125,1125,1100,1100,1100,1100,1150,1095,1050,1095,1100,1150,1132.5,1195,1200,1200,1225,1175,1215,1195,1200,1225,1200
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby",34,,,,,,,,,,,,,850,795,850,850,892.5,895,985,950,975,897.5,895,885,875,885,897.5,875,875,900,800,875,850,825,795,765,795,825,825,850,850,857.5,850,850,850,800,850,845,795,795,795,825,850,800,800,818,800,825,750,795,770,799,795,795,775,795,800,800,800,825,875,850,825,825,850,875,850,850,895,895,900,850,850,850,800,850,850,870,862.5,875,850,870,850,850,850,835
"South Side","Corpus Christi","TX","Corpus Christi","Nueces",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1300,1300,1500,1485,1487.5,1550,1500,1550,1550,1650,1650,1735,1695,1650,1600,1595,1575,1650,1650,1550,1600,1700,1675,1650,1647.5,1600,1625,1675,1700,1700,1650,1650,1600,1600,1575,1600,1600,1575,1650,1695,1650,1625,1775,1650,1550,1607.5,1495,1500,1600,1597.5,1595,1562.5,1600,1595,1650,1650,1600,1599,1600,1595,1580
"North Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695,2500,2450,2570,2576,2619.5,2648.5,2587,2950,2872.5,2713,2850
"Alief","Houston","TX","Houston","Harris",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,877.5,900,900,952,880,897.5,900,900,812.5,827.5,850,850,910,850,865,880,900,875,895,900,900,890,875,830,845,837.5,855,800,850,827.5,875,925,1000,1050,1100,974,1000,1099.5,1085,1100,1097,1000,1000,1000
"Bullard","Fresno","CA","Fresno","Fresno",38,,,,,,,,,,,,,,,,,,,,,,,,1185,1095,1195,1195,1100,1095,1062.5,1100,1150,1145,1150,1105.5,1100,1050,1095,1150,1195,1197.5,1195,1150,1250,1250,1200,1195,1150,1195,1195,1195,1197.5,1200,1250,1250,1250,1197.5,1250,1249.5,1250,1295,1295,1300,1250,1250,1295,1300,1295,1295,1297.5,1250,1200,1225,1250,1200,1225,1200,1250,1295,1327.5,1275,1350,1295,1350,1295,1375,1350,1350,1350,1350,1395,1390,1395,1400,1395,1450
"Mid City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199.5,3295,3200,3100,3250,3450,3300,3275,3450,3050,3250,3450,3500,3425,3394,3495,3275,3530,3850,3300,3372.5,3450,3100,3250,3687.5,3500,3500,3600,3475,3500
"Bensonhurst","New York","NY","New York","Kings",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1825,1775,1900,1900,1975,2000,1900,1795,1790,1975,2075,1912.5
"Central City","Corpus Christi","TX","Corpus Christi","Nueces",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1150,1100,1175,1095,1150,1125,1195,1195,1172.5,1100,1050,1050
"Northeast","El Paso","TX","El Paso","El Paso",42,,,,,,,,,,,,,,,1000,995,1025,1062.5,995,1025,985,975,995,995,997.5,1050,950,996.5,1100,1000,945,950,950,950,950,900,925,950,950,975,990,950,950,950,950,950,950,950,950,950,950,977.5,980,995,950,950,950,950,950,950,950,975,975,990,982.5,995,995,995,975,950,950,950,950,950,995,950,1025,950,995,950,975,950,985,950,950,985,995,1000,1000,987.5,975,950,950,950,950,950
"Southwest Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",43,,,,,,,,,,,,,,,,1100,1095,1197.5,1095,1100,1050,1025,1050,1050,1100,1072.5,1050,1100,1150,1125,1092,1050,1095,1099,1150,1075,1086.5,1150,1182.5,1150,1200,1200,1200,1200,1185,1175,1195,1195,1195,1195,1195,1212.5,1225,1200,1195,1200,1225,1200,1225,1250,1270,1275,1247.5,1250,1250,1250,1230,1265,1295,1250,1250,1250,1295,1300,1345,1295,1295,1295,1245,1295,1295,1300,1295,1295,1395,1425,1450,1395,1395,1450,1450,1400,1450,1400,1450,1450
"West San Jose","San Jose","CA","San Jose","Santa Clara",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925,2950,2900,3095,2950,3095,2925,2797.5,3095,3195,3000,3175,3172.5,3450,3400,3147.5,3275,3300,3300,3300,3495,3500,3500,3500,3400,3397.5,3400,3500,3300,3297.5,3197.5,3025,3150,3150,3272.5,3450,3500,3695,3772.5,3600,3570,3495,3500,3500,3500
"White Haven-Coro Lake","Memphis","TN","Memphis","Shelby",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,795,750,750,750,750,750,750,775,750,795,795,800,825,795,795,795,795,795,825,825,825,795,795,795,762.5,775,750,795,795,795,795,795,762.5,795,795,795,795,750,795,797,825,825,825,825,825,795,775,795,850,825,800,850,850,850,800,795,795,795,785,775,790,795
"East","Arlington","TX","Dallas-Fort Worth","Tarrant",46,,,,,,,,,,,,,,,,,,900,895,895,850,845,885,885,900,895,895,935,950,950,950,950,945,950,935,895,897,887.5,892,899.5,950,989.5,912.5,925,995,1025,1000,1050,1075,1050,1050,1062.5,1075,1100,1080,1050,995,1050,1050,1025,1050,1050,1095,1100,1112.5,1125,1075,1095,1125,1195,1100,1097.5,1197.5,1195,1237.5,1280,1175,1075,1150,1175,1175,1195,1195,1250,1250,1275,1300,1299,1325,1250,1295,1325,1300,1295,1272.5,1250
"Lower East Side","New York","NY","New York","New York",47,,,,,,,,,,,,,,,,,,,,,,,2995,2695,2837.5,2800,2795,2795,2925,2900,2900,2950,3100,3000,3095,3000,3100,3100,3100,3050,3100,3125,3200,3200,3196.5,3300,3200,3300,3300,3300,3300,3397.5,3397.5,3425,3500,3500,3400,3500,3500,3500,3450,3395,3400,3395,3397.5,3395,3400,3425,3397.5,3300,3347.5,3400,3400,3347.5,3300,3250,3347.5,3300,3300,3300,3300,3197.5,3197.5,3400,3495,3300,3400,3400,3400,3425,3300,3200,3300,3200,3290,3197.5
"Northwest","El Paso","TX","El Paso","El Paso",48,,,,,,,,,,,,,,1650,1600,1600,1500,1495,1450,1437.5,1425,1395,1500,1450,1425,1500,1475,1400,1400,1400,1437.5,1400,1500,1450,1400,1400,1445,1400,1395,1400,1395,1350,1350,1300,1300,1325,1350,1300,1300,1295,1300,1400,1400,1362.5,1350,1350,1350,1300,1300,1350,1350,1350,1397.5,1400,1400,1400,1395,1350,1300,1300,1295,1300,1300,1300,1300,1395,1398.5,1400,1350,1350,1297.5,1300,1295,1295,1295,1295,1300,1395,1362.5,1350,1350,1300,1300,1350,1300,1300
"Southeast","Arlington","TX","Dallas-Fort Worth","Tarrant",49,,,,,,,,,,,,,1350,1350,1300,1295,1350,1297.5,1295,1250,1285,1295,1250,1250,1295,1300,1295,1250,1275,1250,1295,1250,1257.5,1295,1295,1295,1297.5,1300,1350,1350,1350,1350,1350,1350,1325,1350,1349,1312.5,1300,1300,1325,1395,1395,1350,1300,1350,1350,1350,1350,1350,1395,1395,1425,1425,1395,1450,1450,1450,1400,1395,1400,1400,1400,1425,1400,1447.5,1462.5,1450,1485,1450,1500,1450,1475,1495,1500,1500,1537.5,1595,1595,1595,1550,1545,1550,1550,1547.5,1550
"Logan Square","Chicago","IL","Chicago","Cook",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330,1460,1275,1275,1250,1295,1395,1360,1392.5,1300,1250,1250,1300,1400,1400,1400,1425,1572.5,1597.5,1685,1700,1750,1750,1800,1750,1699,1550,1450,1450,1500.5,1550,1650,1550,1700,1625,1600,1695,1625,1550,1681.5,1700,1700,1650,1600,1625,1685,1700,1697.5,1695,1600,1600,1600,1600,1700,1750,1750,1800,1775,1800,1800,1800,1700,1650,1675,1685
"Preston Hollow","Dallas","TX","Dallas-Fort Worth","Dallas",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1295,1500,1514,1450,1500,1485,1495,1495,1495,1495,1497.5,1500,1597.5,1600,1645,1800,1500,1575,1750,1822.5,1800,1797.5,1750,1725,1850,1825,1697.5,1900,1900,1772.5,1850,1975,1985,1862.5,1995,1800,1912.5,1750,1672.5,1772.5,1750,1900,1875,1825,1795,1950,2095,1995,2300,2149,1995,2200,2200,2000
"South Scottsdale","Scottsdale","AZ","Phoenix","Maricopa",52,,1800,1700,1650,1600,1650,1750,1500,1500,1600,1625,1500,1500,1500,1400,1370,1400,1300,1400,1495,1400,1495,1497,1450,1495,1450,1400,1400,1350,1350,1350,1300,1300,1300,1350,1399.5,1400,1300,1395,1400,1350,1350,1311,1350,1350,1382.5,1375,1400,1475,1425,1450,1500,1500,1550,1595,1595,1550,1650,1605,1624.5,1900,1800,1799,1750,1786,1700,1750,1750,1772.5,1900,1950,1875,1850,1900,1825,1750,1662.5,1650,1695,1600,1600,1800,1550,1750,1750,1647,1650,1600,1699,1675,1695,1735,1795,1775,1800,1825
